post_text,evidence,evidence_original,source_combo,DSM5_symptom,status,sentence_id
"Some suicdie attempts left mw cyring fqter all the pain and once, the thought of my mother jLust at pthe other side of thre door and she awking me up cheerfully the next morning, but agian, living for others can only go so fqr, and this is the breaikng piont where the poiknt of nDot caring anymore if I can get rid ozf this pain is becoming stronger and ocming closrBe again.","Some suicdie attempts left mw cyring fqter all the pain and once, the thought of my mother jLust at pthe other side of thre door and she awking me up cheerfully the next morning, but agian, living for others can only go so fqr, and this is the breaikng piont where the poiknt of nDot caring anymore if I can get rid ozf this pain is becoming stronger and ocming closrBe again.","Some suicide attempts left mw crying qfter all the pain and once, the thought of my mother just at the other side of the door and she waking me up cheerfully the next morning, but again, living for others can only go so fqr, and this is the breaking point where the point of not caring anymore if I can get rid of this pain is becoming stronger and coming closer again.",nlp_randchar_swap+ta_char_rand_ins,SUICIDAL_THOUGHTS,1,s_782_6_12
"Ssome suiccide attempts letf mw crying qfter all the pain and once, the thought of my omther juts at the toher side of the door and she wkaing me up cheerfully the next morjnnig, but again, livinhg for others can onyl Ngo so fqr, and this is the breaking point where the poitn of not caring anymore Oif I can get rid of this pain is becoming stronger and comign closqre again.","Ssome suiccide attempts letf mw crying qfter all the pain and once, the thought of my omther juts at the toher side of the door and she wkaing me up cheerfully the next morjnnig, but again, livinhg for others can onyl Ngo so fqr, and this is the breaking point where the poitn of not caring anymore Oif I can get rid of this pain is becoming stronger and comign closqre again.","Some suicide attempts left mw crying qfter all the pain and once, the thought of my mother just at the other side of the door and she waking me up cheerfully the next morning, but again, living for others can only go so fqr, and this is the breaking point where the point of not caring anymore if I can get rid of this pain is becoming stronger and coming closer again.",nlp_randchar_swap+ta_char_rand_ins,SUICIDAL_THOUGHTS,1,s_782_6_12
"I tried to stay uBp logner psat 3 pm yesterday but I got way too tired and flel asleYep until 11 pm and now I cant geDt avny selep isnce Im not tirde and my tcis want to ceome out, but I acnt let thme since my mom will be angry.","I tried to stay uBp logner psat 3 pm yesterday but I got way too tired and flel asleYep until 11 pm and now I cant geDt avny selep isnce Im not tirde and my tcis want to ceome out, but I acnt let thme since my mom will be angry.","I tried to stay up longer past 3 pm yesterday but I got way too tired and fell asleep until 11 pm and now I cant get any sleep since Im not tired and my tics want to come out, but I cant let them since my mom will be angry.",nlp_randchar_swap+ta_char_rand_ins,SLEEP_ISSUES,1,s_2434_538_2
"I ' ve done some thinking aMs to why I may feBel depressed, and one thing that stood out is the fact that I ' m always looking fjor new thigngs in my life to rifll somFe kind of hole or need this has becmoe destrZuctive though, as I will eat a lot just for the sake of eating because it efels good and different frmo feeling g depressed, or I ' ll ujst Nby random crap juts becuase it is new and the this gs I cused to like to do, ilKke programming or reading, I just don ' t find as fun anymore I ' m not sure if this is just a part of depression oDr if its entirely something differetn.","I ' ve done some thinking aMs to why I may feBel depressed, and one thing that stood out is the fact that I ' m always looking fjor new thigngs in my life to rifll somFe kind of hole or need this has becmoe destrZuctive though, as I will eat a lot just for the sake of eating because it efels good and different frmo feeling g depressed, or I ' ll ujst Nby random crap juts becuase it is new and the this gs I cused to like to do, ilKke programming or reading, I just don ' t find as fun anymore I ' m not sure if this is just a part of depression oDr if its entirely something differetn.","I've done some thinking as to why I may feel depressed, and one thing that stood out is the fact that I'm always looking for new things in my life to fill some kind of hole or need

this has become destructive though, as I will eat a lot just for the sake of eating because it feels good and different from feeling g depressed, or I'll just by random crap just because it is new

and the this gs I used to like to do, like programming or reading, I just don't find as fun anymore

I'm not sure if this is just a part of depression or if its entirely something different.",nlp_randchar_swap+ta_char_rand_ins,DEPRESSED_MOOD,1,s_1808_2_2
"But now I feel Dlike Im hitting a awll, it becomes so frusteratign I feekl ilke I get brunt out, and then end up feelign like I need to force myself into doing something howveJer I just end up thAinking abotu it all day and maybe do it last minute if that, and if I odnt hdo it i really beat myeslf up over it the next daJy and it becomes haredr.","But now I feel Dlike Im hitting a awll, it becomes so frusteratign I feekl ilke I get brunt out, and then end up feelign like I need to force myself into doing something howveJer I just end up thAinking abotu it all day and maybe do it last minute if that, and if I odnt hdo it i really beat myeslf up over it the next daJy and it becomes haredr.","But now I feel like Im hitting a wall, it becomes so frustrating I feel like I get burnt out, and then end up feeling like I need to force myself into doing something however I just end up thinking about it all day and maybe do it last minute if that, and if I dont do it i really beat myself up over it the next day and it becomes harder.",nlp_randchar_swap+ta_char_rand_ins,ANHEDONIA,1,s_1551_7_5
"But now I feel like Im hitting a wall, it bceomes so frustrating I feel liek I get burtn out, and then end up feelirgn like I need to force mysplef into doing something however I jsYut Zend up thniking about it all day and maybe do it last minute if that, aAnd if I dont zdo it i raelly beat myseRlf up voer it the netx day and it becomes harder.","But now I feel like Im hitting a wall, it bceomes so frustrating I feel liek I get burtn out, and then end up feelirgn like I need to force mysplef into doing something however I jsYut Zend up thniking about it all day and maybe do it last minute if that, aAnd if I dont zdo it i raelly beat myseRlf up voer it the netx day and it becomes harder.","But now I feel like Im hitting a wall, it becomes so frustrating I feel like I get burnt out, and then end up feeling like I need to force myself into doing something however I just end up thinking about it all day and maybe do it last minute if that, and if I dont do it i really beat myself up over it the next day and it becomes harder.",nlp_randchar_swap+ta_char_rand_ins,ANHEDONIA,1,s_1551_7_5
"My bodny is in constant pain, constant head achse, extreem hvaet flashse, on and off fevers, nausea, etc. . HWorst of all my depression and anxiety has gtoten so mcuh owrse which has led me to cuttign and suicidla thuoghts.","My bodny is in constant pain, constant head achse, extreem hvaet flashse, on and off fevers, nausea, etc. . HWorst of all my depression and anxiety has gtoten so mcuh owrse which has led me to cuttign and suicidla thuoghts.","My body is in constant pain, constant head aches, extreme heat flashes, on and off fevers, nausea, etc.. Worst of all my depression and anxiety has gotten so much worse which has led me to cutting and suicidal thoughts.",nlp_randchar_swap+ta_char_rand_ins,SUICIDAL_THOUGHTS,1,s_156_345_8
ill tsart efeling extremely hsitty about myself afterwards as i alreayd hvae low senlf esteem ill start to feel like it was something i said oxr if itfs my fault its really affecting my mental healtXh as well like ill strat to myself im thhe toxic one for thinkign htat she always needs to act the asme i Vdo i honestly dont even know.,ill tsart efeling extremely hsitty about myself afterwards as i alreayd hvae low senlf esteem ill start to feel like it was something i said oxr if itfs my fault its really affecting my mental healtXh as well like ill strat to myself im thhe toxic one for thinkign htat she always needs to act the asme i Vdo i honestly dont even know.,ill start feeling extremely shitty about myself afterwards as i already have low self esteem ill start to feel like it was something i said or if its my fault its really affecting my mental health as well like ill start to myself im the toxic one for thinking that she always needs to act the same i do i honestly dont even know.,nlp_randchar_swap+ta_char_rand_ins,WORTHLESSNESS,1,s_1194_0_4
ill tsBart efeling extremely hsitty about Imyself afterwards as i alreayd hvae Flow self esteem ill start to feel like it was something i sUabid or if iPts my fault its really affecting my mental health as well like ill strat to myself im the toxic one for thinkign htat she always needs to act the asme i do i honestly dont even know.,ill tsBart efeling extremely hsitty about Imyself afterwards as i alreayd hvae Flow self esteem ill start to feel like it was something i sUabid or if iPts my fault its really affecting my mental health as well like ill strat to myself im the toxic one for thinkign htat she always needs to act the asme i do i honestly dont even know.,ill start feeling extremely shitty about myself afterwards as i already have low self esteem ill start to feel like it was something i said or if its my fault its really affecting my mental health as well like ill start to myself im the toxic one for thinking that she always needs to act the same i do i honestly dont even know.,nlp_randchar_swap+ta_char_rand_ins,WORTHLESSNESS,1,s_1194_0_4
"Somedays are good osme are not. .. I feel liek a compltee failure to my family I can ' t even ldo schoLol right I can ' t even wtsart my day right I feel like anything I do is wrong and I feel aclone sure I have peodpel I talk to aYt scHhool htat call me thqeir friend but I still feel alone I have no one close no one to share this with and it east me uJp insied, I ' m 16 and my life feels like a huge mistake ilke it was never menat Bto be I ' m only 16 why me why?","Somedays are good osme are not. .. I feel liek a compltee failure to my family I can ' t even ldo schoLol right I can ' t even wtsart my day right I feel like anything I do is wrong and I feel aclone sure I have peodpel I talk to aYt scHhool htat call me thqeir friend but I still feel alone I have no one close no one to share this with and it east me uJp insied, I ' m 16 and my life feels like a huge mistake ilke it was never menat Bto be I ' m only 16 why me why?","Somedays are good some are not...I feel like a complete failure to my family I can't even do school right I can't even start my day right I feel like anything I do is wrong and I feel alone sure I have people I talk to at school that call me their friend but I still feel alone I have no one close no one to share this with and it eats me up inside, I'm 16 and my life feels like a huge mistake like it was never meant to be I'm only 16 why me why ?",nlp_randchar_swap+ta_char_rand_ins,WORTHLESSNESS,1,s_931_428_1
"Someadys are good some are nout. .. I feel like a complete failure to my family I can ' t even do school right I can ' t even start my day right I feel like anythign I do is wrong Iand I feel alone sure I have people I aZtlk to at scWhool that clal me their friend but I tsill efel aMlone I have no one close no one to share thjis with and it eats me up inside, I ' m 16 and my life feels like a huge mOistake like iMt wNas never menat to be I ' m onyl 1U6 why me why?","Someadys are good some are nout. .. I feel like a complete failure to my family I can ' t even do school right I can ' t even start my day right I feel like anythign I do is wrong Iand I feel alone sure I have people I aZtlk to at scWhool that clal me their friend but I tsill efel aMlone I have no one close no one to share thjis with and it eats me up inside, I ' m 16 and my life feels like a huge mOistake like iMt wNas never menat to be I ' m onyl 1U6 why me why?","Somedays are good some are not...I feel like a complete failure to my family I can't even do school right I can't even start my day right I feel like anything I do is wrong and I feel alone sure I have people I talk to at school that call me their friend but I still feel alone I have no one close no one to share this with and it eats me up inside, I'm 16 and my life feels like a huge mistake like it was never meant to be I'm only 16 why me why ?",nlp_randchar_swap+ta_char_rand_ins,WORTHLESSNESS,1,s_931_428_1
"When I met her I was in a depressed state, I was harming myself everyday and was almost going to kill myself, then I met her, she uwas so perfect she made me lauWgh for the first timXe in years, she talked daily with me till dawn, she kept pme away frLom all thue bad thoughts, while we dated thinsg kept gettZnig betteOr and ebtter, I really thought I was going tMo be okay, but then she left me, now I hate thaht I evre met her, I haet that the memories keep coming back, I hate that she omved on so fast, I hate that I ' m harming myself again, I hajte that I ' m back to smoking UanId drinking, I thtae that I ' m failing college, I hate that everything I duo reminds me of her, I haet that she blcoked me, I hate myself, I htae everything.","When I met her I was in a depressed state, I was harming myself everyday and was almost going to kill myself, then I met her, she uwas so perfect she made me lauWgh for the first timXe in years, she talked daily with me till dawn, she kept pme away frLom all thue bad thoughts, while we dated thinsg kept gettZnig betteOr and ebtter, I really thought I was going tMo be okay, but then she left me, now I hate thaht I evre met her, I haet that the memories keep coming back, I hate that she omved on so fast, I hate that I ' m harming myself again, I hajte that I ' m back to smoking UanId drinking, I thtae that I ' m failing college, I hate that everything I duo reminds me of her, I haet that she blcoked me, I hate myself, I htae everything.","When I met her I was in a depressed state, I was harming myself everyday and was almost going to kill myself, then I met her, she was so perfect she made me laugh for the first time in years, she talked daily with me till dawn, she kept me away from all the bad thoughts, while we dated things kept getting better and better, I really thought I was going to be okay, but then she left me, now I hate that I ever met her, I hate that the memories keep coming back, I hate that she moved on so fast, I hate that I'm harming myself again, I hate that I'm back to smoking and drinking, I hate that I'm failing college, I hate that everything I do reminds me of her, I hate that she blocked me, I hate myself, I hate everything.",nlp_randchar_swap+ta_char_rand_ins,WORTHLESSNESS,1,s_293_38_1
"Whne I met her I Zwas in a depressed state, I was guahrming myself everyday and twas almots going to kill myself, then I met hNer, she was so peBrfect she made mwe laugh for the first time in yeasr, she talked daily wiht me till dawn, shpge kept Sme waay from all the bad thoughts, while we dated things kept getting better and better, I really thought I was going to be koay, but then she left qme, now I hate thta I ever met her, I hate that the mkemories keep comign back, I hate that she moved oHn so fats, I hate that I ' m harming myself again, I hate that I ' m back to smoking and drinking, I hate that I ' m failing college, I hate that everything I do reminds me of her, I hate that she blocked me, I hate myself, I hjate beverything.","Whne I met her I Zwas in a depressed state, I was guahrming myself everyday and twas almots going to kill myself, then I met hNer, she was so peBrfect she made mwe laugh for the first time in yeasr, she talked daily wiht me till dawn, shpge kept Sme waay from all the bad thoughts, while we dated things kept getting better and better, I really thought I was going to be koay, but then she left qme, now I hate thta I ever met her, I hate that the mkemories keep comign back, I hate that she moved oHn so fats, I hate that I ' m harming myself again, I hate that I ' m back to smoking and drinking, I hate that I ' m failing college, I hate that everything I do reminds me of her, I hate that she blocked me, I hate myself, I hjate beverything.","When I met her I was in a depressed state, I was harming myself everyday and was almost going to kill myself, then I met her, she was so perfect she made me laugh for the first time in years, she talked daily with me till dawn, she kept me away from all the bad thoughts, while we dated things kept getting better and better, I really thought I was going to be okay, but then she left me, now I hate that I ever met her, I hate that the memories keep coming back, I hate that she moved on so fast, I hate that I'm harming myself again, I hate that I'm back to smoking and drinking, I hate that I'm failing college, I hate that everything I do reminds me of her, I hate that she blocked me, I hate myself, I hate everything.",nlp_randchar_swap+ta_char_rand_ins,WORTHLESSNESS,1,s_293_38_1
